date,close,regime,regime_prob,returns,vol_21,momentum_63
2000-04-03,95.2606201171875,0,1.0,0.0058021596230632,0.0165337399553786,0.0426093725288545
2000-04-04,94.5520248413086,3,1.0,-0.0074662946484298,0.0164484288288766,0.0769698628708484
2000-04-05,93.9615478515625,0,0.9989426769599773,-0.0062645772653103,0.015758616049224,0.0683331968538472
2000-04-06,94.77837371826172,0,0.9999996289698863,0.008655624730626,0.0157366401074082,0.0952219993185052
2000-04-07,95.37866973876952,0,0.999999966101314,0.0063137079092297,0.0147434628998499,0.0416631150139712
2000-04-10,95.00472259521484,0,0.9999999205538219,-0.0039283639173306,0.0147040851312522,0.0340322066074978
2000-04-11,94.72916412353516,0,0.9999990705332266,-0.0029046858227627,0.0144049982878642,0.0435190806795597
2000-04-12,92.13117980957033,0,0.9937089175076963,-0.0278084871101881,0.0155217115913177,0.0250983093942052
2000-04-13,90.85184478759766,0,0.9844914702228129,-0.0139833284621863,0.0152753040637623,-0.0026439523066783
2000-04-14,85.6557846069336,3,1.0,-0.0588933402746522,0.0171268479374837,-0.0722814897471552
2000-04-17,88.6474838256836,3,1.0,0.0343308886526338,0.0189104500732823,-0.0322656597985575
2000-04-18,90.98959350585938,3,1.0,0.026077494022727,0.019858785108096,-0.0147216897017071
2000-04-19,90.1432876586914,3,1.0,-0.0093446534961863,0.0193478999809024,-0.0087133971417513
2000-04-20,90.57628631591795,3,1.0,0.0047919489435931,0.0193236055347141,-0.0017965453392486
2000-04-24,89.5921859741211,0,0.5642434292425521,-0.0109243322789126,0.0189082858743598,0.0161582901512482
2000-04-25,93.31202697753906,0,0.5225818490376726,0.0406808999896341,0.0211501236411809,0.0464656973995778
2000-04-26,92.25907135009766,0,0.9509056770639006,-0.011348393552713,0.0211656569982767,0.0429233949544494
2000-04-27,91.95397186279295,0,0.9961894013867282,-0.0033124664894192,0.0211490017319816,0.0436434949397632
2000-04-28,91.38319396972656,0,0.9998454552803737,-0.0062265578783512,0.0211627305892246,0.0705605236316002
2000-05-01,92.62322235107422,0,0.9999818492116173,0.0134783034040909,0.0211300564201643,0.0564175154410087
2000-05-02,90.77310180664062,0,0.9999096299743397,-0.0201768854297204,0.0213650074733557,0.0252159014894817
2000-05-03,88.6474838256836,0,0.9998614583827172,-0.0236953572347419,0.0217903468025853,0.0003210372646007
